728-56-6644,8758619441098,true,13,sapien quis
725-12-8764,3555819142425,true,7,tristique in
818-30-9030,4823422007787,true,7,ipsum primis
518-24-1698,1364929289154,true,11,maecenas pulvinar lobortis
789-09-3069,4341746282199,false,3,luctus et
789-41-8143,9596878761746,false,4,tincidunt nulla mollis
361-52-6111,2523606037218,true,15,sapien ut nunc
951-69-5312,1386635852335,false,5,accumsan
987-21-6908,2694271039697,true,8,aenean lectus pellentesque
156-63-0731,8097748467666,false,11,non
855-20-6906,2723052862246,false,6,condimentum
622-10-9240,2281527292012,false,12,id nisl
341-56-0784,3486156903257,false,9,orci luctus et
191-57-6085,2816463908153,true,10,in quis
977-73-7713,3522264169354,true,12,nunc rhoncus
211-79-8138,3859003488678,true,10,in
392-53-8708,1645076862436,false,7,posuere cubilia curae
162-07-0063,2024688310516,true,10,orci mauris
300-86-5917,6052831602693,true,5,etiam
288-89-0412,7093900764764,false,3,cras
545-62-6512,4642008290464,true,7,ac enim in
568-14-0002,5899113625253,true,5,a
